amount,hour,is_first_time,velocity,bin_count,amount_vs_avg,label
3275238,19,0,0,1,1.36,0
292403,22,0,0,1,1.16,0
20483196,1,1,5,5,7.01,1
49752577,1,1,5,4,6.42,1
1531101,15,0,0,1,1.24,0
4821649,9,0,0,1,1.62,0
4538132,15,0,0,1,0.89,0
3318649,13,0,0,1,1.21,0
140234,20,0,0,1,0.87,0
1255633,18,0,0,1,1.5,0
2095359,16,0,0,1,0.99,0
4425000,12,0,0,1,1.16,0
2900421,19,1,6,1,1.42,1
3943309,16,0,0,1,1.3,0
2098581,14,0,0,1,1.75,0
1298599,9,0,0,1,0.44,0
1887973,16,0,0,1,0.66,0
41614211,1,1,3,9,7.87,1
2145121,15,0,0,1,1.18,0
4212875,11,0,0,1,1.75,0
759280,14,1,0,1,1.66,0
4879425,12,0,0,1,0.54,0
1709599,17,1,5,3,1.31,1
3624161,13,0,1,1,2.1,0
860933,16,0,0,1,0.88,0
433627,13,0,0,1,2.18,0
49119075,1,1,6,6,9.81,1
4997446,8,0,0,1,1.58,0
4457328,21,0,0,1,1.11,0
1043136,11,0,0,1,0.83,0
2160650,15,1,0,1,1.24,0
3141202,13,0,0,1,1.05,0
3324063,19,0,0,1,1.7,0
3858172,10,1,0,1,0.86,0
1568785,11,0,0,1,1.07,0
226051,11,1,1,1,1.7,0
449663,12,1,0,1,0.87,0
4326062,13,0,0,1,1.47,0
3120096,8,1,0,1,1.87,0
4363678,9,0,1,1,1.24,0
1550220,11,0,0,1,1.12,0
142659,7,1,0,1,1.02,0
2388054,10,0,0,1,0.97,0
2675478,15,0,0,1,1.23,0
2411769,12,0,0,1,0.59,0
4437139,20,0,0,1,1.13,0
1700850,16,0,0,1,1.64,0
1728641,20,0,1,2,1.13,0
2427314,20,0,0,1,1.8,0
4326327,17,0,0,1,0.49,0
1013318,15,1,0,1,1.57,0
2665584,10,0,0,1,1.32,0
2476631,12,1,7,1,0.7,1
5678717,12,1,2,3,3.81,1
5687318,19,0,3,8,2.24,1
44643732,3,1,3,5,8.2,1
411656,18,1,0,1,2.06,0
144076,10,0,0,1,0.74,0
3774892,22,0,0,1,1.9,0
4039634,10,1,0,1,1.03,0
4960112,21,1,0,1,1.06,0
1429111,8,0,0,1,0.86,0
47509082,4,1,5,9,8.53,1
4929816,19,0,0,1,1.47,0
2559776,20,0,0,1,1.11,0
22939086,4,1,5,10,9.5,1
5949594,23,1,2,7,2.82,1
1496699,15,0,0,1,1.7,0
1704578,11,0,0,1,1.54,0
22277537,2,1,8,4,8.08,1
16999967,14,0,1,2,7.49,1
4446080,19,0,0,2,1.3,0
1992470,18,0,0,1,1.96,0
2096457,8,0,0,1,1.76,0
1675913,11,0,0,1,1.99,0
3962342,17,1,0,1,1.82,0
35558956,2,1,5,10,9.9,1
4808812,7,0,0,1,0.91,0
2291918,8,0,0,1,0.6,0
2433944,16,0,0,1,1.4,0
1121452,11,0,1,1,0.47,0
4321337,17,1,0,1,1.87,0
4953392,13,1,0,1,2.02,0
3506577,22,0,0,2,1.79,0
4160281,19,0,0,1,1.94,0
2310267,8,0,0,1,2.17,0
407623,18,0,0,1,1.43,0
4259491,17,1,0,1,1.81,0
3047722,13,0,0,1,2.14,0
585102,9,0,1,1,1.84,0
3373699,12,0,0,1,0.71,0
2138021,11,0,0,1,1.04,0
49559638,4,1,6,9,9.01,1
26911791,12,0,1,2,9.33,1
4962738,9,0,0,1,1.79,0
27402056,3,1,4,9,5.26,1
2370643,23,1,2,7,3.4,1
1752781,14,1,3,7,1.68,1
3700290,19,0,0,1,0.94,0
4782099,18,1,0,1,0.83,0
30801437,21,0,0,3,6.84,1
4677870,8,0,1,1,2.15,0
4029786,22,0,0,1,1.11,0
3068812,17,0,0,1,0.53,0
1653869,13,0,1,1,1.83,0
3543795,18,0,0,1,0.52,0
500463,16,0,0,2,1.98,0
3287447,16,0,0,1,0.86,0
27326942,1,1,7,5,6.3,1
49862145,4,1,3,4,8.8,1
402406,17,0,0,1,1.34,0
3368832,21,0,0,1,1.06,0
834391,9,1,0,1,0.52,0
4725067,13,0,0,1,0.89,0
1467099,7,0,0,1,1.05,0
2807390,10,0,0,1,0.53,0
3300072,21,1,0,1,1.19,0
3333669,16,0,1,1,0.99,0
4944689,16,0,0,1,0.67,0
1910053,18,0,0,1,1.75,0
2606706,21,0,0,1,2.04,0
3664026,16,0,0,1,1.26,0
4487237,19,0,0,1,1.06,0
3572937,14,0,0,1,1.07,0
2192200,22,0,0,1,1.32,0
1257638,16,0,0,1,1.94,0
2162341,13,1,0,1,1.97,0
1115750,18,0,0,1,1.97,0
746627,18,1,0,1,0.81,0
3650831,11,0,0,1,0.49,0
2219792,17,0,0,1,0.85,0
27329548,3,1,3,10,5.42,1
30617635,18,0,1,2,11.91,1
15361626,9,0,0,2,9.43,1
809438,7,0,0,2,1.67,0
4775827,7,1,0,1,1.53,0
500906,21,1,5,2,0.44,1
3091451,9,0,0,2,0.91,0
491704,11,0,0,1,0.41,0
1929990,13,0,0,1,2.19,0
1413321,22,0,0,1,2.06,0
1063056,19,0,0,1,2.14,0
1325384,19,0,0,2,1.55,0
1914493,11,1,0,1,0.87,0
2392431,12,0,0,1,1.3,0
3266288,22,1,0,1,1.73,0
3288428,9,0,1,1,1.4,0
47281855,1,1,8,4,7.35,1
1487887,22,1,3,8,3.73,1
1881911,14,0,0,1,1.62,0
1972640,21,1,3,9,1.68,1
4624103,21,0,0,1,0.52,0
410642,15,0,0,1,1.24,0
251433,8,0,0,1,2.04,0
2110833,8,0,0,1,1.79,0
2468557,17,1,0,1,1.01,0
4752223,16,0,0,1,1.26,0
4860555,8,1,0,1,1.6,0
3851440,9,0,0,1,0.74,0
4678146,13,0,0,1,0.79,0
35503439,8,0,0,1,6.97,1
176884,9,0,1,1,1.98,0
3129437,8,0,0,1,0.61,0
3673999,21,0,0,1,1.42,0
4424504,15,0,0,1,0.95,0
3769748,19,0,1,1,1.36,0
42811474,4,1,8,4,6.58,1
4924925,19,0,0,1,1.8,0
812137,16,0,1,1,0.87,0
4427082,13,1,0,1,0.95,0
3180797,9,0,1,1,1.32,0
5985428,5,1,3,9,2.95,1
4005716,8,0,0,1,1.1,0
2817801,7,0,0,1,0.86,0
2742211,13,0,0,1,0.87,0
4126782,7,0,0,1,0.99,0
2581115,22,1,5,1,1.44,1
717001,14,0,0,2,0.99,0
4950390,17,1,2,7,3.54,1
1316369,21,0,0,1,1.8,0
1074495,13,0,0,1,0.93,0
4786004,18,0,2,3,4.32,1
3314209,21,0,0,1,0.53,0
3998704,13,1,0,1,2.11,0
4558389,22,0,0,1,2.13,0
1016389,11,0,0,1,0.57,0
3553278,14,1,0,1,1.08,0
1787736,19,1,1,1,1.03,0
4980249,17,0,0,1,1.88,0
4615476,22,1,0,1,0.71,0
2637387,14,0,0,1,1.39,0
1043042,17,0,0,1,1.36,0
22657162,3,1,6,7,6.95,1
3566258,16,0,0,1,2.07,0
4864177,14,0,0,1,1.73,0
2377760,20,1,0,1,0.98,0
1078384,20,0,0,1,1.58,0
3266801,13,0,0,1,1.72,0
733156,10,1,0,1,1.07,0
4404970,10,0,0,1,0.46,0
4680831,8,0,1,2,2.07,0
29542538,20,0,2,2,10.05,1
3198337,10,0,0,1,2.11,0
3252148,7,1,0,1,1.95,0
4701901,11,0,0,1,2.04,0
2591942,8,0,0,1,1.62,0
4579581,7,0,0,1,1.56,0
4427396,21,0,0,1,1.1,0
20655495,3,1,3,9,9.92,1
457305,19,0,0,1,1.56,0
4201756,19,0,1,1,1.11,0
322468,13,0,0,2,1.68,0
1774740,19,1,0,1,0.43,0
3585080,20,1,1,1,0.55,0
3587577,21,0,0,1,0.5,0
4476183,17,0,0,1,1.63,0
2152222,22,0,0,1,1.9,0
3997839,9,0,0,1,1.23,0
